cleaned_text,sentiment
hope cg good job worldlink monopoly theyve taken us costumer granted far long,NEGATIVE
hawa ho world link koi na jodnu hai worldlink ko net paisa matra tirnu parxa,NEGATIVE
bad internet speedhigh costbad customer service etc etctotally disgushtingcg net better option wlink,NEGATIVE
fuk ur services,NEGATIVE
worst internet provider money maker,NEGATIVE
really satisfied guys improve lots,POSITIVE
good,POSITIVE
router info working see cinnected ti wifi change name password hide ssid please fix fast,NEGATIVE
bad,NEGATIVE
cant access main router wifi setting,NEGATIVE
improve ping 20ms,POSITIVE
bad,NEGATIVE
good,POSITIVE
hate world link company changing net set vai net hate net,NEGATIVE
ko muji ho yesto app banaune kehi chaldain programing garna ni aaudai na pass expert check garna black list rakheko aba disable ya delete kehi hudaina ta pahilr ko ta kaam garthyo yo mgs copy paste nagarnu hola ke bewakup ho yesto bhanna lai tyo sabai garera ta bhane ko reboot ho ki router restart band khula sab gareko pajile apno aap check gara ani reply gara router ta 150 rupyee wala deko xa dublicate router arko option dekai xaina dalal harule,NEGATIVE
poor service slown network even 50mbps service,NEGATIVE
satisfied app performance well world link service,POSITIVE
poor,NEGATIVE
nice worldlink,POSITIVE
good,POSITIVE
give four star rating weeks ago wifi slow problem multiple people using nowadays problem fixed happy,NEGATIVE
worldlink worst net world,NEGATIVE
like app,POSITIVE
randi ko ban haru,NEGATIVE
alot easier setting browser,NEGATIVE
f app nitwork,NEGATIVE
worldlink app working,POSITIVE
good app,POSITIVE
lado jasto app machikne 1 ghanta vaesakyo loading matra aako xarandi ko ban haru ho xitto fix gar ani net pani smooth chalne banaa,NEGATIVE
today poor,NEGATIVE
good service,POSITIVE
good satisfied,POSITIVE
nice wow,POSITIVE
really worst experience,NEGATIVE
khosta net yo jabo 30 mb talako app pani 50 mbps ko netle aadhi ghantama download garxa yll khatey net,NEGATIVE
dhilo vaneko worldlink hoo,NEGATIVE
app doesnt seem work time always facing problem using test speed trying change settings hardly allows options clicked backs app sorry devs really need work app,NEGATIVE
wow,POSITIVE
horrible experience,NEGATIVE
worst app world link ko wifimai chaldaina data garnu parcha app kholna toit,NEGATIVE
working properly west application,POSITIVE
cant even see connected devices always says oops connected devices found using wifi use app fix soon,NEGATIVE
worst application worst customer service internet usages different web app unable change dual band router wifi ssid,NEGATIVE
make service better,POSITIVE
good,POSITIVE
kdkdozo,NEGATIVE
worse app ever,NEGATIVE
exact speed worldlink give offer 5g speed like 4gcouldnt find difference,NEGATIVE
majala chaldaina connected device haru ne dhekaudainaa alert khai k kai matra vanxaa jati bela ne,NEGATIVE
poor service,NEGATIVE
write app waste cant open wifi using wifi password also fails change waste dustbin,NEGATIVE
even mac adress put black listthat device still using net poor app,NEGATIVE
app doesnot work properly,POSITIVE
poor service provider,NEGATIVE
trash like slowlink internet,NEGATIVE
poor connectionservice pani dhilo dine garnu hunxa yeha manubhav haru le,NEGATIVE
good mobile subscription tv also good connection,POSITIVE
wifi service provide trashi 60 mbps speed wifi also games run 300 ms constant downloading also slow isp concerned speed much dissatisfied worldlink,NEGATIVE
excelent,POSITIVE
always interrupting,NEGATIVE
app getting worse even open,NEGATIVE
bad internet connection dont like start,NEGATIVE
muji jasto net cha khate,NEGATIVE
perfect 5star,POSITIVE
worldlink internet connection worldlink app bad,NEGATIVE
good,POSITIVE
good app,POSITIVE
worst internet connection ever nowadays facing many problems related connection slow cant watch anything worst,NEGATIVE
bad work,NEGATIVE
well,POSITIVE
expensive bt good,POSITIVE
worst app service ever,NEGATIVE
bad wifi well app,NEGATIVE
greedy developers,NEGATIVE
takes excruciatingly long time change simple setting device thats 1ft away task thats typically minute doesnt settings might need wifi randomly turned sometimes changing settings youre deadlock dont ethernet need internet turn wifi need wifi internet access feels like buying packet noodles call cg group support open packet security,NEGATIVE
slow network join,NEGATIVE
nice,POSITIVE
poor network time im unsatisfied customer time network problem,NEGATIVE
2 months app hasnt worked mobile device kindly dont reply apology message ask username matters username roshan16 thank deliver 5g router per newyear offer two months delay per organization fraud frauds,NEGATIVE
didnt satisfy totally,NEGATIVE
radi ko ban haru chor haru ho worldlink,NEGATIVE
good,POSITIVE
good app,POSITIVE
bad even cant play online games properly recommend dont use worldlink use others communication,NEGATIVE
worst internet service prodvider nepal,NEGATIVE
whoever developed app work trying open loading loading sense customers like access app worthless im totally done gon na switch providers giving best services across major cities,NEGATIVE
bad,NEGATIVE
net good speed also good disappointed download speed net opening speed update,POSITIVE
okk,POSITIVE
ghanta esto ni net hunxa bekar mah coustamer ko poisa lutera world jodnu vanda najodekai dherai rsmro,NEGATIVE
good times folt sowing works,POSITIVE
slogan chai chito bhanekai worldlink ani app kholda kai load nai na hune loading screen matra aauda laaz lagdaina timi haru lai worldlink,NEGATIVE
load huna yeti time ke ho afno bau lai batau sabai bug thik gara,NEGATIVE
khatey net xha myaasala jaila 999 janxa game khelda aba tw yt pane chalna chardeyo,NEGATIVE
far good,POSITIVE
nam ko matra app ho matra password ra nam change garna ko lagi use hunxa app kholxu aja kati chalai bhanera opps data found months yehi ho timi haru ko optimization k khana update haru push garxau jaba ki tyo problem nai resolve hudaina,NEGATIVE
one star,NEGATIVE
app usable never seen dull app,POSITIVE
hello sirmam app opening whilst wifi 50 mbps,NEGATIVE
yo isp ko app ko lagi aaukat nahuda nahuda pani kina banako ani xito ko vaneko nai worldlink vanxau ta app kina yesto kawadi slow chalne ki app developer le banauda banaudai paisa dina sakenau tesaile incomplete banayera gayo ani app yesto chalne vaye router ko ip bata access garna nile vai ni hunthyo want used even though lots bugs irrates customersactually nowadays doesnt value customers bcoz nowadays theyre pretty overrated isp,NEGATIVE
radi jsto net boru sabai jana veinet rakhnu yo wifi ramro xaina,NEGATIVE
extraordinary service,POSITIVE
good thanks worldlink,POSITIVE
internet doesnt deserve 1 star xito vanekoi world link rey ess tero,NEGATIVE
please make highspeed less price soon compare cg network may cg network beat network thankyou,POSITIVE
poor network,NEGATIVE
net ramro dey natrw paisa firta dey din 10 choti call garda nih net ramro dideina kam xaina yo net worldlink sucks,NEGATIVE
live damak jhapa using worldlink since 12 years till fully satisfied service problem occursthank much co ordination,NEGATIVE
loading time rarely gets past loading screen,POSITIVE
bad,NEGATIVE
good,POSITIVE
poor signal worldlink wont recommend anyone setup worldlink net chhito bhaneko worldlink vanxa tra wastaw maa dhilo bhanekai worldlink net ho 35mbps kachhuwa ko speed bhanda pani slow chalne ra customer care call garda reply pani dhilo 3 dekhi 4 din lagaunxancustomer care call garda yo kaam mero haina yo yo number maa call garnu vanxa tyaha diyeko number call garda phone recieve gardaina recieve garda manxe pathai dinxam last manxe ko thah hunna,NEGATIVE
bad cheating service,NEGATIVE
worst wifi service ever contacting guys loss money guys ask details never solve problem,NEGATIVE
nice experience many functionality,POSITIVE
slow,NEGATIVE
bad,NEGATIVE
working properly bad app,NEGATIVE
good,POSITIVE
internet slow,NEGATIVE
slow slow slow ufffffzs disgusting,NEGATIVE
good,POSITIVE
love speed,POSITIVE
good,POSITIVE
would rate internet service zero option,NEGATIVE
nice app,POSITIVE
yes days internet slow,NEGATIVE
wonderful performance,POSITIVE
app wounderful thank u sujan sir giving us good app,POSITIVE
nasty net ever,NEGATIVE
sometimes app doesnt work,NEGATIVE
lamo jasto loging garna google facebook kina rakhya honumber nai hannu parne vaye net ustai app ni lado jasto,NEGATIVE
slow network,NEGATIVE
open app crashes everytime,NEGATIVE
net solo net,POSITIVE
easy operate,POSITIVE
dont even know app dont want update anymore doesnt even open needed app exists send offers billings would rate 5 possible,NEGATIVE
bandwidth low 20mbps connection get 1415 mbps bandwidth important works sometime hardly 17 18 worst isp ever seen customer service also good even app slow internet guys provide disappointment,NEGATIVE
useful cant change password als unable block connectedd devices needs immediate reforms,NEGATIVE
muji morna na sakya aasatti haru net leako xa 40 mbps ko demo xa 20 kbps ko,NEGATIVE
slow,NEGATIVE
takes much time open app,NEGATIVE
good speed network issues,POSITIVE
worst internet world internet solo mobile data better worst internet guys leave network scammer take money dont provide effective network please solve kind many problem otherwise left network thank,NEGATIVE
worst internet,NEGATIVE
good appp,POSITIVE
worst internet ever never use network,NEGATIVE
veru good service powerfull network,POSITIVE
always hangs need important,NEGATIVE
question comes examor said people app worst app slow app give example app,NEGATIVE
pls provide functionality changing wifi channels devices support 5ghz wifi lower band channel due nature auto switching channels nokia router even 5ghz band many devices deprived dual band internet also provide optionality controlling bandwidthspeed user network mac address cantat least provide us access router admin page,NEGATIVE
jot ko wifi ho jhatha short range ni chaldaina poisha matra manga time msg garxa tara net chaldaina vano vane haina sir tyo ekxin matra ho vanxa khatey hru dhilo vanekai worldlink,NEGATIVE
sharma chaudhary,POSITIVE
app working sending code login,NEGATIVE
app much slow everyweek like update,NEGATIVE
good,POSITIVE
much lacking,NEGATIVE
great full,POSITIVE
apps running given always busy ridiculous,NEGATIVE
good,POSITIVE
nice,POSITIVE
best,POSITIVE
worst wifi ever broke eouter taking money,NEGATIVE
improve speed,POSITIVE
good,POSITIVE
slow,NEGATIVE
app doesnt even open anymore,NEGATIVE
hello woeldlink support team plz add channel selection option apptapaiharulai every time call garera channel change gardinus vanna sakidaina hamile,NEGATIVE
reliable please kindly remove parental control features working properlythere use adding features doesnt works e ffectively,NEGATIVE
doesnt open time totally useless,NEGATIVE
hawa app xa,NEGATIVE
best app used till cant even change password hide wifi check speed freezes mobile directly take battery run mobile countles hacker using wifi see connected device list blacklist fall asleep waiting load least wifi speed normal everything beyond words u use app manage wifi consider dead moment download app,NEGATIVE
bad,NEGATIVE
nice,POSITIVE
crashes devices like samsung galaxy grand max,NEGATIVE
app bad customer service gg basically perfect outer covering rotting fruit cap,NEGATIVE
bakwas xa net na halnu hae sathi haru paisa khera janxa baru aru kunai company ko net halnu 5g sab bhanda khatm xa,NEGATIVE
disgusting poor irritating service,NEGATIVE
aba hjr strong hunu parxa natra hami cg net tira lagxau,NEGATIVE
wonderful app thank worldlink,POSITIVE
net work poor,NEGATIVE
worst app take time load function app also working,NEGATIVE
nice,POSITIVE
nice,POSITIVE
hve trying open page keep loading hve messaged official page use really irritates hve trying weeks,NEGATIVE
app slow many bugs app,NEGATIVE
everything good whats use app provide user blocking feature atleast router access ta dinu parcha ni user lai,POSITIVE
khate net,POSITIVE
extremely useful totally useless either solid 25 stars 5,NEGATIVE
world link network good fast also compare 2020 world link 2021 world link slow need make network fast,POSITIVE
internet slow days especially evening even app doesnt load,NEGATIVE
basic features like restart router turn wifi doesnt work always shows incorrect router status payment info isnt well reflected well,NEGATIVE
option changing password doesnt wifi name password wont change via app,NEGATIVE
two day ajhai samma application nai khuldaina k taal ko app ho kaam nai xaina khali promotion ko lagi mail matrai garya xa,NEGATIVE
best us lockdown useful paying know status internet,NEGATIVE
